,Diplome,Entreprise,Experience,Technologies,Ville,Metier
2368,master,Harvard University,0.0,"['SAS', 'Teradata', 'SQL', 'R', 'Python', 'Machine learning', 'Anglais']",Lyon,2
2995,phd,Belcan Government Services,6.0,"['Excel', 'VBA', 'R', 'Python', 'PySpark']",Paris,2
4688,no diploma,Ball Aerospace,3.0,"['Python', 'Pyspark', 'Spark']",Lille,1
5744,msc,Amazon.com,1.0,"['Elasticsearch', 'Kibana', 'MongoDB']",Marseille,1
7245,master,Ball Aerospace,4.0,"['Python', 'Java', 'Scala', 'MongoDB']",Paris,0
828,phd,GEI Consultants Inc,1.0,"['Matlab', 'Python', 'Pyspark', 'Scikit-learn', 'Tensorflow']",Lyon,2
6109,master,Ball Aerospace,3.0,"['Python', 'R', 'machine learning', 'Excel', 'VBA', 'C++']",Toulouse,3
2310,master,Ball Aerospace,2.0,"['Python', 'R', 'machine learning', 'Excel', 'VBA', 'C++']",Rennes,2
3759,phd,Ball Aerospace,2.0,"['C', 'C++', 'Java', 'Python']",Marseille,2
9264,master,ICF,3.0,"['C', 'C++', 'Java', 'Python']",Bordeaux,0
8630,master,"Alexion Pharmaceuticals,Inc.",1.0,"['Elasticsearch', 'Kibana', 'MongoDB']",Paris,1
4665,master,Ball Aerospace,2.0,"['C', 'C++', 'Java', 'Python']",Lille,3
5566,phd,Golin,1.0,"['C', 'C++', 'Java', 'Python', 'Linux']",Marseille,1
3706,msc,Method Products,0.0,"['Java', 'C', 'C++', 'R', 'Python']",Toulouse,2
1090,msc,Intercontinental Exchange,1.0,"['Elasticsearch', 'Kibana', 'MongoDB']",Paris,1
3032,master,SPK Consultants Inc,2.0,"['ORACLE', 'Java', 'MySQL', 'Linux']",Marseille,1
7237,phd,Ball Aerospace,0.0,"['Spark', 'Python', 'Scala']",Bordeaux,1
4302,master,Ball Aerospace,3.0,"['Java', 'Linux', 'GNU', 'Docker']",Lille,1
4578,phd,Audley Travel,2.0,"['C', 'C++', 'Java', 'Python', 'Linux']",Paris,1
8161,no diploma,General Electric,1.0,"['C', 'C++', 'Java', 'Python', 'Linux']",Marseille,1
9076,master,Jacobs,1.0,"['MongoDB', 'SQL', 'Docker']",Marseille,0
2429,phd,Ball Aerospace,1.0,"['Java', 'C', 'C++', 'R', 'Python']",Paris,2
4965,phd,Wood,7.0,"['R', 'Python', 'Spark', 'Pycharm', 'SAS', 'SQL']",Rennes,2
5515,no diploma,Uptake,2.0,"['ORACLE', 'Java', 'MySQL', 'Linux']",Nantes,1
1089,no diploma,Harvard Pilgrim Health Care,5.0,"['Hadoop', 'Hive', 'Vertica', 'Tableau']",Marseille,0
7380,phd,UCAR,2.0,"['Matlab', 'Python', 'Pyspark', 'Scikit-learn', 'Tensorflow']",Marseille,2
4359,phd,HireStarter,8.0,"['Python', 'Tensorflow', 'R', 'Big data']",Lille,2
5786,bachelor,R&D Partners,1.0,"['Docker', 'PostgreSQL', 'Elasticsearch', 'Kibana', 'MongoDB']",Toulouse,1
4595,master,Centra Technology,0.0,"['SQL', 'R', 'Python', '', 'Big data']",Bordeaux,2
8407,master,NORC at the University of Chicago,0.0,"['Elasticsearch', 'Kibana', 'Redshift']",Toulouse,0
1119,no diploma,Tempus,2.0,"['Java', 'Linux', 'GNU', 'Docker']",Paris,1
8392,phd,Brigham & Women's Hospital(BWH),2.0,"['R', 'Python', 'Hadoop', 'Hive', 'SQL']",Paris,3
8308,msc,Ball Aerospace,4.0,"['Java', 'Python', 'Linux']",Paris,0
9256,master,Ball Aerospace,3.0,"['C++', 'R', 'Python', 'Matlab', 'Matplotlib']",Toulon,3
5924,master,Workbridge Associates,0.0,"['Java', 'Python', 'Linux']",Marseille,0
1303,master,Amazon.com,1.0,"['SAS', 'Teradata', 'SQL', 'R', 'Python', 'Machine learning', 'Anglais']",Bordeaux,3
7205,phd,Bank of America,1.0,"['Python', 'Pyspark', 'machine learning', 'Microsoft Azure']",Rennes,2
3488,master,McKinsey & Company,4.0,"['Python', 'Hadoop', 'Kafka', 'AWS']",Rennes,0
7039,no diploma,Ginkgo Bioworks,0.0,"['Docker', 'PostgreSQL', 'Elasticsearch', 'Kibana', 'MongoDB']",Marseille,1
8154,master,Cognitive Scale,2.0,"['SAS', 'Teradata', 'SQL', 'R', 'Python', 'Machine learning', 'Anglais']",Paris,3
4626,bachelor,"Loomis, Sayles & Company, L.P.",3.0,"['C++', 'R', 'Python', 'Matlab', 'Matplotlib']",Marseille,3
2102,msc,Autodesk,4.0,"['ORACLE', 'Java', 'MySQL', 'Linux']",Paris,1
3833,bachelor,Ball Aerospace,3.0,"['Python', 'Spark', 'GNU', 'Linux']",Lyon,1
6730,no diploma,The Boston Consulting Group,5.0,"['Java', 'Linux', 'GNU', 'Docker']",Paris,1
8079,master,McKinsey & Company,3.0,"['Python', 'Microsoft Azure', 'R', 'SQL']",Paris,2
639,no diploma,Ball Aerospace,6.0,"['Python', 'R', 'Spark', 'Hadoop', 'SQL']",Rennes,2
148,master,Ball Aerospace,6.0,"['AWS', 'Python', 'C', 'C++', 'Docker']",Bordeaux,1
8878,master,Bank of America,0.0,"['Docker', 'GNU', 'Windows', 'Linux', 'Python']",Lyon,0
1811,master,"Elavon, Inc.",2.0,"['R', 'Python', 'Spark', 'Pycharm', 'SAS', 'SQL']",Strasbourg,2
194,phd,Walker Sands Communications,0.0,"['C', 'C++', 'Java', 'Python']",Rennes,2
2377,bachelor,NOKIA,1.0,"['SQL', 'R', 'Python', '', 'Big data']",Paris,2
3156,master,Brigham & Women's Hospital(BWH),4.0,"['Java', 'AWS', 'Elasticsearch', 'Kibana']",Paris,0
3519,phd,JD.com,0.0,"['C++', 'R', 'Python', 'Matlab', 'Matplotlib']",Paris,2
3379,master,Ball Aerospace,0.0,"['Python', 'Tensorflow', 'R', 'Big data']",Nantes,2
6271,bachelor,Ball Aerospace,0.0,"['Python', 'Spark', 'Hive', 'Hadoop']",Grenoble,0
7620,master,Klaviyo,1.0,"['Docker', 'PostgreSQL', 'Elasticsearch', 'Kibana', 'MongoDB']",Paris,1
7037,master,Ball Aerospace,2.0,"['R', 'Python', 'SQL', 'NoSQL', 'MongoDB']",Paris,2
978,master,Karen Clark & Company,2.0,"['MongoDB', 'MariaDB', 'Python', 'Docker']",Rouen,1
7757,master,Google,1.0,"['Python', 'Microsoft Azure', 'R', 'SQL']",Toulon,2
3583,master,Ball Aerospace,2.0,"['VBA', 'Python', 'Excel', 'R']",Paris,2
7841,master,HDR,1.0,"['Hadoop(HDFS)', 'Elasticsearch']",Paris,0
4041,phd,Brigham & Women's Hospital(BWH),0.0,"['Python', 'Tensorflow', 'R', 'Big data']",Toulon,2
2101,bachelor,Quora,0.0,"['Python', 'Tensorflow', 'R', 'Big data']",Marseille,2
9014,phd,Google,7.0,"['Matlab', 'C', 'C++', 'Python', 'Scikit-learn']",Marseille,2
2735,master,Ball Aerospace,1.0,"['SQL', 'R', 'Python', '', 'Big data']",Bordeaux,2
1369,no diploma,ARiA,1.0,"['Docker', 'PostgreSQL', 'Elasticsearch', 'Kibana', 'MongoDB']",Lille,1
1961,master,Perspecta,3.0,"['R', 'Python', 'Spark', 'Pycharm', 'SAS', 'SQL']",Lille,2
773,master,"Foundation Medicine, Inc.",0.0,"['R', 'Python', 'Hadoop', 'Hive', 'SQL']",Marseille,2
6661,master,Wayfair,1.0,"['MongoDB', 'MariaDB', 'Python', 'Docker']",Lille,1
4890,master,Ball Aerospace,3.0,"['R', 'Python', 'Hadoop', 'Hive', 'SQL']",Marseille,3
8446,bachelor,Equity Residential,0.0,"['Java', 'AWS', 'Elasticsearch', 'Kibana']",Marseille,0
8218,msc,Brigham & Women's Hospital(BWH),4.0,"['Java', 'Linux', 'GNU', 'Docker']",Rennes,1
6193,master,"Advanced Decision Vectors, LLC",3.0,"['Python', 'Hadoop', 'Kafka', 'AWS']",Lille,0
1329,master,Google,6.0,"['Java', 'C', 'C++', 'R', 'Python']",Rouen,2
9149,bachelor,"Advanced Decision Vectors, LLC",1.0,"['Python', 'Hadoop', 'Kafka', 'AWS']",Bordeaux,0
474,msc,Resource Technology Partners,2.0,"['R', 'Python', 'Spark', 'Pycharm', 'SAS', 'SQL']",Marseille,2
3908,master,Workbridge Associates,2.0,"['ORACLE', 'Java', 'MySQL', 'Linux']",Lyon,1
8701,master,TUFTS University,1.0,"['Java', 'Linux', 'GNU', 'Docker']",Lyon,1
8603,msc,Vertex Pharmaceuticals,2.0,"['Excel', 'VBA', 'R']",Toulouse,2
5815,msc,Brad's Deals,2.0,"['Python', 'Hadoop', 'Kafka', 'AWS']",Paris,0
8459,bachelor,Newell Brands,4.0,"['MongoDB', 'SQL', 'Docker']",Marseille,0
4481,phd,RecruiterDNA,1.0,"['Python', 'Tensorflow', 'R', 'Big data']",Toulouse,3
3136,bachelor,"Onyx Government Services, LLC",3.0,"['Python', 'Pyspark', 'Spark']",Paris,1
5646,no diploma,Nielsen,0.0,"['MongoDB', 'SQL', 'Docker']",Lyon,0
3766,bachelor,Ball Aerospace,3.0,"['Python', 'Tensorflow', 'R', 'Big data']",Lille,2
8212,msc,23andMe,1.0,"['SQL', 'R', 'Python', '', 'Big data']",Lyon,2
552,bachelor,Ball Aerospace,3.0,"['Spark', 'Python']",Marseille,0
880,bsc,KPMG,1.0,"['Python', 'Microsoft Azure', 'R', 'SQL']",Strasbourg,3
2505,master,Ball Aerospace,1.0,"['R', 'Python', 'Spark', 'Pycharm', 'SAS', 'SQL']",Lyon,2
2818,msc,Persado,1.0,"['Python', 'Tensorflow', 'scikit-learn', 'Deep learning', 'R']",Strasbourg,2
7602,master,Cogito Corporation,4.0,"['Python', 'Tensorflow', 'R', 'Big data']",Paris,2
8811,bachelor,Persado,3.0,"['Java', 'Linux', 'Docker']",Marseille,0
6145,bachelor,Ball Aerospace,4.0,"['Python', 'Tensorflow', 'R', 'Big data']",Paris,2
8944,phd,Ball Aerospace,2.0,"['R', 'machine learning', 'Excel', 'VBA']",Marseille,2
3260,phd,Autodesk,4.0,"['R', 'machine learning', 'Excel', 'VBA']",Lyon,2
2804,master,IBM,1.0,"['Python', 'Java', 'Linux', 'GNU']",Toulouse,1
1752,master,The Coca-Cola Company,3.0,"['Matlab', 'Python', 'C++', 'numpy', 'Tensorflow', 'scikit-learn']",Paris,3
4758,phd,Catalina Marketing,2.0,"['Python', 'Tensorflow', 'R', 'Big data']",Strasbourg,3
4045,master,BlueLabs Analytics,3.0,"['AWS', 'Python', 'C', 'C++', 'Docker']",Lyon,1
8532,master,CDK Global,0.0,"['Python', 'R', 'Spark', 'Hadoop', 'SQL']",Toulouse,2
3373,master,Cogen Therapeutics,1.0,"['Matlab', 'C', 'C++', 'Python', 'Scikit-learn']",Paris,2
8724,master,Northwestern University,4.0,"['Java', 'Python', 'Linux']",Nantes,0
1014,master,Incandescent Technologies,0.0,"['Matlab', 'C', 'C++', 'Python', 'Scikit-learn']",Lille,2
7165,no diploma,Workbridge Associates,1.0,"['Java', 'Linux', 'Docker']",Marseille,0
5467,bachelor,Merrimack Pharmaceuticals,1.0,"['Python', 'Microsoft Azure', 'R', 'SQL']",Paris,2
7328,msc,Brigham & Women's Hospital(BWH),3.0,"['Spark', 'Python', 'Scala']",Nice,1
8313,master,Social Fulcrum,1.0,"['Elasticsearch', 'Kibana', 'MongoDB']",Lyon,1
5571,bachelor,Netflix,3.0,"['Python', 'Tensorflow', 'R', 'Big data']",Paris,2
4808,msc,Panjiva,1.0,"['Python', 'Microsoft Azure', 'R', 'SQL']",Marseille,2
9455,master,Ball Aerospace,1.0,"['Python', 'R', 'machine learning', 'Excel', 'VBA', 'C++']",Marseille,2
2915,master,Cedars-Sinai,3.0,"['Docker', 'PostgreSQL', 'Elasticsearch', 'Kibana', 'MongoDB']",Lyon,1
7606,no diploma,Ball Aerospace,1.0,"['Spark', 'Python', 'Scala']",Strasbourg,1
9446,master,Ball Aerospace,7.0,"['Python', 'Tensorflow', 'R', 'Big data']",Strasbourg,2
7273,bachelor,Invenia Resourcing,1.0,"['SAS', 'Teradata', 'SQL', 'R', 'Python', 'Machine learning', 'Anglais']",Paris,3
8665,phd,Advanced Sciences and Technologies (AS&T),2.0,"['Python', 'R', 'Spark', 'Hadoop', 'SQL']",Strasbourg,2
7887,phd,"Wiss, Janney, Elstner Associates",2.0,"['Java', 'Hadoop', 'HDFS', 'Yarn']",Nantes,1
1555,master,Loomly,4.0,"['Spark', 'Python', 'Scala']",Lille,1
6291,master,The Aspen Institute,3.0,"['SQL', 'R', 'Python', '', 'Big data']",Bordeaux,2
2067,phd,Turner,0.0,"['Java', 'Python', 'Linux']",Toulouse,0
768,phd,Google,1.0,"['Python', 'Pyspark', 'Spark']",Paris,1
2644,master,The Home Depot,0.0,"['Python', 'Java', 'Scala', 'MongoDB']",Strasbourg,0
9544,master,"SPINS, LLC",0.0,"['Python', 'Pyspark', 'Spark']",Lille,1
1292,phd,Amgen,0.0,"['R', 'Python', 'Spark', 'Pycharm', 'SAS', 'SQL']",Lyon,2
2011,master,Northwestern University,1.0,"['R', 'machine learning', 'Excel', 'VBA']",Lyon,2
8069,master,Amazon.com,2.0,"['Map-Reduce', 'HDFS', 'PIG', 'HBASE', 'Python', 'Cassandra']",Rennes,1
3299,master,Ball Aerospace,4.0,"['Python', 'Spark', 'GNU', 'Linux']",Marseille,1
3181,no diploma,MindRight,3.0,"['Python', 'Java', 'Linux', 'GNU']",Lyon,1
3034,master,IDEO,4.0,"['Python', 'Hadoop', 'Kafka', 'AWS']",Lyon,0
6708,master,The Home Depot,1.0,"['Python', 'AWS', 'Docker']",Lyon,0
8339,msc,Massachusetts General Hospital(MGH),4.0,"['MongoDB', 'MariaDB', 'Python', 'Docker']",Bordeaux,1
7685,phd,"Alteryx, Inc.",1.0,"['C++', 'R', 'Python', 'Matlab', 'Matplotlib']",Strasbourg,2
4109,master,Allstate,3.0,"['Java', 'AWS', 'Elasticsearch', 'Kibana']",Lyon,0
1343,phd,Vanda Pharmaceuticals Inc.,1.0,"['MongoDB', 'SQL', 'Docker']",Lyon,0
917,phd,Georgia Tech Research Institute,1.0,"['Java', 'Python', 'Linux']",Nantes,0
4261,phd,Ball Aerospace,5.0,"['Excel', 'Python', 'Matlab', 'R', 'machine learning', 'anglais']",Nice,2
4866,bachelor,IDEO,3.0,"['Python', 'Java', 'Linux', 'GNU']",Paris,1
7984,phd,The Boston Consulting Group,0.0,"['VBA', 'Python', 'Excel', 'R']",Marseille,2
8471,phd,Xylem,2.0,"['C++', 'R', 'Python', 'Matlab', 'Matplotlib']",Lyon,3
2586,phd,AECOM,1.0,"['Python', 'Tensorflow', 'scikit-learn', 'Deep learning', 'R']",Lyon,2
5770,master,Ginkgo Bioworks,1.0,"['Hadoop', 'Hive', 'Vertica', 'Tableau']",Toulouse,0
7366,master,Ball Aerospace,5.0,"['Java', 'Linux', 'GNU', 'Docker']",Lyon,1
85,master,Harnham,2.0,"['R', 'machine learning', 'Excel', 'VBA']",Toulon,2
8289,phd,Ball Aerospace,3.0,"['Spark', 'Python', 'Scala']",Lille,1
8509,phd,Wayfair,0.0,"['Python', 'Java', 'Linux', 'GNU']",Rouen,1
2038,master,Bridges and Tunnels,2.0,"['Excel', 'VBA', 'R']",Strasbourg,2
7477,phd,Amazon.com,4.0,"['Spark', 'Python', 'Scala']",Toulouse,1
2095,bachelor,SciTec,1.0,"['Excel', 'VBA', 'R']",Paris,3
502,no diploma,Ball Aerospace,1.0,"['Docker', 'PostgreSQL', 'Elasticsearch', 'Kibana', 'MongoDB']",Rouen,1
2811,phd,Dematic,1.0,"['Python', 'Tensorflow', 'R', 'Big data']",Paris,2
5862,msc,BlueLabs Analytics,0.0,"['Java', 'Hadoop', 'HDFS', 'Yarn']",Marseille,1
8767,master,Splunk,1.0,"['Python', 'AWS', 'Docker']",Rennes,0
5885,master,Ball Aerospace,0.0,"['SPSS', 'Excel', 'SAS', 'R', 'machine learning', 'AI', 'Scoring']",Montpellier,2
5419,bachelor,N C Q A,0.0,"['Spark', 'Python', 'Scala']",Paris,1
4130,master,Alnylam,3.0,"['SAS', 'Teradata', 'SQL', 'R', 'Python', 'Machine learning', 'Anglais']",Paris,2
5910,phd,Gro Intelligence,0.0,"['Python', 'R', 'Spark', 'Hadoop', 'SQL']",Lyon,2
1840,no diploma,Vertex Pharmaceuticals,1.0,"['Python', 'Hadoop', 'Kafka', 'AWS']",Grenoble,0
5180,phd,Commonwealth Sciences,0.0,"['R', 'machine learning', 'Excel', 'VBA']",Marseille,2
1633,master,Takeda Pharmaceutical,1.0,"['SAS', 'Teradata', 'SQL', 'R', 'Python', 'Machine learning', 'Anglais']",Marseille,2
1469,bachelor,Civis Analytics,6.0,"['Python', 'AWS', 'Docker']",Paris,0
2218,master,Ball Aerospace,1.0,"['Cassandra', 'MongoDB', 'NoSQL', 'AWS']",Rouen,0
7622,master,Sarepta Therapeutics,2.0,"['C', 'C++', 'Java', 'Python']",Toulouse,2
7725,master,Ball Aerospace,2.0,"['Excel', 'Python', 'Matlab', 'R', 'machine learning', 'anglais']",Lyon,2
6710,bachelor,Leidos,0.0,"['SQL', 'R', 'Python', '', 'Big data']",Lille,2
1889,master,University of Texas at Austin,5.0,"['R', 'Python', 'Hadoop', 'Hive', 'SQL']",Paris,3
464,master,Boston Medical Center (BMC),1.0,"['Elasticsearch', 'Kibana', 'Redshift']",Toulouse,0
3514,no diploma,Exonics Therapeutics,2.0,"['R', 'Python', 'Hadoop', 'Hive', 'SQL']",Rouen,3
3791,master,Ball Aerospace,2.0,"['Spark', 'Python']",Bordeaux,0
3855,phd,JUUL Labs,0.0,"['R', 'machine learning', 'Excel', 'VBA']",Lille,2
557,phd,Ball Aerospace,1.0,"['Excel', 'VBA', 'R', 'Python', 'PySpark']",Lyon,2
470,msc,Ball Aerospace,3.0,"['R', 'Python', 'Hadoop', 'Hive', 'SQL']",Lyon,3
4766,phd,Coso IT,1.0,"['Hadoop', 'Hive', 'SQL', 'MariaDB']",Bordeaux,1
435,no diploma,Commonwealth Sciences,1.0,"['Python', 'Java', 'Scala', 'MongoDB']",Marseille,0
1642,bachelor,Nift,1.0,"['Hadoop', 'Hive', 'Vertica', 'Tableau']",Toulouse,0
7680,msc,The Home Depot,1.0,"['VBA', 'Python', 'Excel', 'R']",Nantes,2
5325,phd,SAIC,1.0,"['C++', 'R', 'Python', 'Matlab', 'Matplotlib']",Lyon,2
6685,master,Ball Aerospace,0.0,"['R', 'Python', 'Spark', 'Pycharm', 'SAS', 'SQL']",Toulouse,2
8569,phd,Commonwealth Sciences,2.0,"['SPSS', 'Excel', 'SAS', 'R', 'machine learning', 'AI', 'Scoring']",Strasbourg,2
8400,phd,Ball Aerospace,4.0,"['R', 'Python', 'Spark', 'Pycharm', 'SAS', 'SQL']",Bordeaux,2
3921,msc,Ball Aerospace,4.0,"['Java', 'AWS', 'Elasticsearch', 'Kibana']",Lille,0
6361,master,Ball Aerospace,3.0,"['Java', 'Python', 'Linux']",Bordeaux,0
8396,bsc,Dyson,0.0,"['SAS', 'Teradata', 'SQL', 'R', 'Python', 'Machine learning', 'Anglais']",Lille,2
8899,phd,Gelber Group,0.0,"['Python', 'Pyspark', 'Spark']",Paris,1
9245,phd,Ball Aerospace,2.0,"['SQL', 'R', 'Python', '', 'Big data']",Lyon,3
6523,master,Sophia Genetics,5.0,"['SAS', 'Teradata', 'SQL', 'R', 'Python', 'Machine learning', 'Anglais']",Marseille,3
9314,master,Ball Aerospace,4.0,"['SAS', 'Teradata', 'SQL', 'R', 'Python', 'Machine learning', 'Anglais']",Nantes,3
6916,master,Ball Aerospace,7.0,"['SAS', 'Teradata', 'SQL', 'R', 'Python', 'Machine learning', 'Anglais']",Bordeaux,3
9195,msc,Ball Aerospace,2.0,"['Python', 'Microsoft Azure', 'R', 'SQL']",Rouen,2
418,no diploma,KPMG,0.0,"['Hadoop', 'Hive', 'Vertica', 'Tableau']",Marseille,0
8835,phd,Merck,0.0,"['Python', 'Tensorflow', 'scikit-learn', 'Deep learning', 'R']",Toulouse,2
8016,master,Novetta,1.0,"['Java', 'AWS', 'Elasticsearch', 'Kibana']",Lille,0
5998,phd,Brammer Bio,3.0,"['Matlab', 'Python', 'C++', 'numpy', 'Tensorflow', 'scikit-learn']",Toulouse,2
984,master,University of Chicago,5.0,"['Docker', 'GNU', 'Windows', 'Linux', 'Python']",Lyon,0
621,no diploma,Atkins,1.0,"['Python', 'Hadoop', 'Kafka', 'AWS']",Rouen,0
8492,phd,SunTrust,0.0,"['R', 'machine learning', 'Excel', 'VBA']",Paris,3
5052,master,Alnylam,1.0,"['Matlab', 'Python', 'Pyspark', 'Scikit-learn', 'Tensorflow']",Paris,2
2823,bachelor,Fidelity Investments,3.0,"['Spark', 'Python']",Lyon,0
6203,msc,The Coca-Cola Company,2.0,"['SQL', 'R', 'Python', '', 'Big data']",Marseille,3
7653,msc,Ball Aerospace,2.0,"['SQL', 'R', 'Python', '', 'Big data']",Paris,2
8438,no diploma,NVIDIA,1.0,"['Java', 'Python', 'Linux']",Marseille,0
4110,phd,Akrevia Therapeutics,0.0,"['Python', 'R', 'machine learning', 'Excel', 'VBA', 'C++']",Bordeaux,2
9555,no diploma,Hatch,4.0,"['Python', 'Pyspark', 'Spark']",Toulouse,1
8355,no diploma,Nielsen,8.0,"['Hadoop', 'Hive', 'Vertica', 'Tableau']",Lyon,0
5739,phd,Aramco Services Company,1.0,"['Docker', 'PostgreSQL', 'Elasticsearch', 'Kibana', 'MongoDB']",Lille,1
1448,msc,SkillDemand,0.0,"['Hadoop', 'Hive', 'Vertica', 'Tableau']",Paris,0
4929,phd,Klaviyo,0.0,"['Matlab', 'Python', 'C++', 'numpy', 'Tensorflow', 'scikit-learn']",Bordeaux,2
6497,phd,Taboola,2.0,"['Python', 'Microsoft Azure', 'R', 'SQL']",Lyon,2
9072,phd,Brigham & Women's Hospital(BWH),1.0,"['Docker', 'GNU', 'Windows', 'Linux', 'Python']",Lille,0
7479,no diploma,Arm,1.0,"['MariaDB', 'MongoDB', 'NoSQ', 'SQL', 'Hadoop', 'Hive']",Paris,1
9537,bachelor,Cugene Inc,7.0,"['VBA', 'Python', 'Excel', 'R']",Rouen,3
9431,master,KLA-Tencor,7.0,"['Python', 'Java', 'Linux', 'GNU']",Marseille,1
872,master,Keypoint Intelligence,0.0,"['Matlab', 'Python', 'C++', 'numpy', 'Tensorflow', 'scikit-learn']",Marseille,2
6461,phd,Pfizer Inc.,0.0,"['Python', 'Microsoft Azure', 'R', 'SQL']",Paris,2
3376,master,Vertex,8.0,"['SQL', 'R', 'Python', '', 'Big data']",Lyon,3
3481,master,"Kleinfelder, Inc.",3.0,"['R', 'Python', 'Spark', 'Pycharm', 'SAS', 'SQL']",Paris,2
9229,phd,Allstate,1.0,"['SAS', 'Teradata', 'SQL', 'R', 'Python', 'Machine learning', 'Anglais']",Rouen,2
5119,master,Northwestern University,1.0,"['Docker', 'PostgreSQL', 'Elasticsearch', 'Kibana', 'MongoDB']",Rennes,1
8282,bachelor,Biogen,0.0,"['SAS', 'Teradata', 'SQL', 'R', 'Python', 'Machine learning', 'Anglais']",Nice,2
5013,master,Celgene Corporation,0.0,"['SQL', 'R', 'Python', '', 'Big data']",Lyon,2
4498,no diploma,"Foundation Medicine, Inc.",1.0,"['R', 'machine learning', 'Excel', 'VBA']",Paris,2
287,master,NOKIA,2.0,"['SQL', 'R', 'Python', '', 'Big data']",Paris,2
7081,master,Talent Savant,3.0,"['Matlab', 'C', 'C++', 'Python', 'Scikit-learn']",Lyon,2
4615,master,Ball Aerospace,1.0,"['Python', 'Pyspark', 'Spark']",Toulon,1
7060,msc,Ball Aerospace,1.0,"['Hadoop(HDFS)', 'Elasticsearch']",Paris,0
4654,msc,Riot Games,1.0,"['Python', 'R', 'machine learning', 'Excel', 'VBA', 'C++']",Lyon,2
1830,master,Massachusetts General Hospital(MGH),0.0,"['SQL', 'R', 'Python', '', 'Big data']",Rouen,2
912,no diploma,Ball Aerospace,2.0,"['MongoDB', 'SQL', 'Docker']",Lyon,0
3269,phd,Charles Schwab,0.0,"['SQL', 'R', 'Python', '', 'Big data']",Nantes,2
4622,master,Agios Pharmaceuticals,1.0,"['Python', 'Tensorflow', 'scikit-learn', 'Deep learning', 'R']",Marseille,2
6543,phd,Ball Aerospace,2.0,"['Java', 'Python', 'Linux']",Paris,0
3348,master,Ball Aerospace,1.0,"['Python', 'Java', 'Scala', 'MongoDB']",Toulon,0
5006,msc,Ball Aerospace,0.0,"['SPSS', 'Excel', 'SAS', 'R', 'machine learning', 'AI', 'Scoring']",Toulon,2
7816,master,DigitasLBi,0.0,"['Python', 'Tensorflow', 'scikit-learn', 'Deep learning', 'R']",Paris,2
8606,phd,Commonwealth of Massachusetts,7.0,"['R', 'machine learning', 'Excel', 'VBA']",Toulouse,2
6083,master,Amazon.com,0.0,"['Python', 'Pyspark', 'Spark']",Paris,1
559,master,Takeda Pharmaceutical,8.0,"['R', 'machine learning', 'Excel', 'VBA']",Toulouse,3
138,master,Turner,1.0,"['SPSS', 'SQL', 'Teradata', 'R', 'Python', 'Tensorflow', 'scikit-learn']",Rennes,2
8413,phd,ARiA,7.0,"['Python', 'Spark', 'GNU', 'Linux']",Lyon,1
1687,no diploma,Technica,3.0,"['Docker', 'PostgreSQL', 'Elasticsearch', 'Kibana', 'MongoDB']",Paris,1
2078,bachelor,AI/IoT/Blockchain NewCo,2.0,"['Hadoop', 'Hive', 'SQL', 'MariaDB']",Marseille,1
2967,msc,Novartis,3.0,"['Java', 'C', 'C++', 'R', 'Python']",Paris,2
9071,no diploma,TetraScience,6.0,"['Java', 'AWS', 'Elasticsearch', 'Kibana']",Paris,0
6295,msc,Exponent,1.0,"['AWS', 'Python', 'C', 'C++', 'Docker']",Rennes,1
6209,msc,Sanofi,1.0,"['SPSS', 'SQL', 'Teradata', 'R', 'Python', 'Tensorflow', 'scikit-learn']",Bordeaux,2
7709,bsc,Nift Networks,3.0,"['Docker', 'PostgreSQL', 'Elasticsearch', 'Kibana', 'MongoDB']",Lille,1
7645,bachelor,Cogito Corporation,0.0,"['Java', 'Python', 'Linux']",Toulouse,0
8522,msc,Ball Aerospace,1.0,"['Python', 'Tensorflow', 'scikit-learn', 'Deep learning', 'R']",Lyon,2
6412,master,Georgia Tech Research Institute,3.0,"['Python', 'Java', 'Linux', 'GNU']",Paris,1
5636,bsc,Takeda Pharmaceutical,3.0,"['Python', 'Java', 'Linux', 'GNU']",Paris,1
3925,bachelor,KPMG,0.0,"['SQL', 'R', 'Python', '', 'Big data']",Lyon,3
1517,master,Matrix Resources,2.0,"['Python', 'Java', 'Linux', 'GNU']",Paris,1
7295,phd,Talent Management Solutions,1.0,"['R', 'Python', 'Spark', 'Pycharm', 'SAS', 'SQL']",Paris,2
8679,master,SoundHound Inc.,5.0,"['Python', 'Java', 'Scala', 'MongoDB']",Marseille,0
6368,master,University of Texas at Austin,1.0,"['Python', 'Spark', 'Hive', 'Hadoop']",Marseille,0
4476,phd,Ball Aerospace,1.0,"['SAS', 'Teradata', 'SQL', 'R', 'Python', 'Machine learning', 'Anglais']",Toulouse,2
2357,bsc,DeepMind,3.0,"['R', 'Python', 'Spark', 'Pycharm', 'SAS', 'SQL']",Marseille,2
5822,bachelor,Ball Aerospace,5.0,"['Hadoop', 'Hive', 'Vertica', 'Tableau']",Strasbourg,0
4978,phd,State Street,1.0,"['Python', 'Pyspark', 'Spark']",Lyon,1
3413,msc,Leidos,1.0,"['C', 'C++', 'Java', 'Python', 'Linux']",Lyon,1
3910,phd,Ball Aerospace,2.0,"['Excel', 'VBA', 'R']",Lyon,3
2372,msc,Ball Aerospace,4.0,"['Excel', 'VBA', 'R']",Marseille,2
